date,description,category,amount,type,account,payment_method
8/26/2022,Supermarket Purchase,Groceries,5806,expense,HDFC Savings,UPI
3/17/2024,House Rent,Rent,18533,expense,HDFC Savings,Card
10/14/2022,Online Shopping,Shopping,384,expense,ICICI Savings,NetBanking
1/29/2022,Equity Purchase,Stocks,9190,expense,ICICI Savings,NetBanking
8/21/2022,Medical Expense,Medical,7713,expense,HDFC Savings,Card
9/19/2023,Fuel Station,Fuel,5560,expense,HDFC Savings,UPI
12/16/2022,Electricity Bill,Electricity,4604,expense,ICICI Savings,Card
3/8/2024,House Rent,Rent,24810,expense,ICICI Savings,UPI
5/20/2022,Broadband Bill,Internet,3015,expense,HDFC Savings,Card
1/3/2024,Equity Purchase,Stocks,3795,expense,HDFC Savings,Card
6/1/2024,Restaurant Payment,Dining,2279,expense,ICICI Savings,Card
6/29/2023,Electricity Bill,Electricity,6588,expense,ICICI Savings,UPI
4/20/2022,Freelance Project Payment,Freelance,4940,income,HDFC Savings,Card
6/20/2022,Fuel Station,Fuel,3067,expense,ICICI Savings,UPI
6/27/2023,SIP Investment,Mutual Fund,3105,expense,ICICI Savings,UPI
3/31/2023,Online Shopping,Shopping,6427,expense,ICICI Savings,UPI
1/9/2023,Fuel Station,Fuel,6759,expense,HDFC Savings,Card
7/25/2023,Equity Purchase,Stocks,9951,expense,ICICI Savings,NetBanking
2/11/2023,Monthly Salary Credit,Salary,82240,income,HDFC Savings,UPI
8/23/2022,Travel Booking,Travel,5034,expense,HDFC Savings,UPI
5/6/2022,Supermarket Purchase,Groceries,7472,expense,HDFC Savings,Card
2/5/2022,Freelance Project Payment,Freelance,5290,income,ICICI Savings,NetBanking
2/15/2023,Online Shopping,Shopping,7757,expense,HDFC Savings,NetBanking
3/5/2024,Insurance Premium,Insurance,5621,expense,HDFC Savings,NetBanking
4/10/2024,Electricity Bill,Electricity,4835,expense,ICICI Savings,UPI
6/16/2023,Electricity Bill,Electricity,1862,expense,HDFC Savings,Card
3/31/2024,House Rent,Rent,20074,expense,ICICI Savings,Card
6/27/2022,Insurance Premium,Insurance,6896,expense,HDFC Savings,Card
11/14/2023,Insurance Premium,Insurance,3413,expense,ICICI Savings,Card
4/28/2022,Online Shopping,Shopping,268,expense,HDFC Savings,UPI
2/18/2024,House Rent,Rent,23878,expense,HDFC Savings,Card
1/5/2022,Monthly Salary Credit,Salary,70622,income,HDFC Savings,NetBanking
2/12/2022,House Rent,Rent,23635,expense,ICICI Savings,Card
12/13/2022,Medical Expense,Medical,849,expense,HDFC Savings,UPI
5/31/2022,Medical Expense,Medical,1504,expense,HDFC Savings,UPI
1/11/2024,Electricity Bill,Electricity,3156,expense,ICICI Savings,Card
10/6/2022,Freelance Project Payment,Freelance,3463,income,ICICI Savings,NetBanking
5/26/2023,Insurance Premium,Insurance,1326,expense,HDFC Savings,UPI
6/8/2024,Restaurant Payment,Dining,3524,expense,ICICI Savings,UPI
6/14/2024,Electricity Bill,Electricity,2817,expense,HDFC Savings,UPI
12/31/2022,House Rent,Rent,21647,expense,ICICI Savings,Card
10/10/2022,House Rent,Rent,15832,expense,HDFC Savings,NetBanking
2/12/2023,Monthly Salary Credit,Salary,75770,income,ICICI Savings,Card
1/23/2024,Broadband Bill,Internet,7834,expense,HDFC Savings,UPI
1/14/2022,Insurance Premium,Insurance,3251,expense,ICICI Savings,UPI
9/1/2022,Travel Booking,Travel,4749,expense,HDFC Savings,Card
7/2/2023,Travel Booking,Travel,5477,expense,HDFC Savings,Card
2/20/2022,SIP Investment,Mutual Fund,4440,expense,ICICI Savings,Card
4/2/2023,Insurance Premium,Insurance,1457,expense,HDFC Savings,UPI
2/15/2023,Electricity Bill,Electricity,818,expense,ICICI Savings,NetBanking
11/11/2023,Broadband Bill,Internet,3003,expense,HDFC Savings,NetBanking
10/12/2023,Electricity Bill,Electricity,257,expense,HDFC Savings,Card
2/15/2022,Travel Booking,Travel,1075,expense,ICICI Savings,Card
9/16/2023,Equity Purchase,Stocks,10919,expense,HDFC Savings,UPI
9/25/2023,House Rent,Rent,20740,expense,HDFC Savings,NetBanking
5/14/2022,Monthly Salary Credit,Salary,63904,income,HDFC Savings,NetBanking
1/12/2024,Travel Booking,Travel,3090,expense,HDFC Savings,UPI
8/21/2022,Travel Booking,Travel,1423,expense,ICICI Savings,UPI
5/1/2024,Restaurant Payment,Dining,4913,expense,HDFC Savings,Card
8/23/2023,Fuel Station,Fuel,4341,expense,HDFC Savings,NetBanking
4/16/2022,Fuel Station,Fuel,4587,expense,ICICI Savings,Card
4/10/2024,Freelance Project Payment,Freelance,833,income,ICICI Savings,UPI
4/1/2024,Insurance Premium,Insurance,5491,expense,ICICI Savings,UPI
10/17/2022,Insurance Premium,Insurance,1550,expense,HDFC Savings,Card
12/9/2022,Equity Purchase,Stocks,10528,expense,ICICI Savings,NetBanking
5/29/2024,Freelance Project Payment,Freelance,6685,income,ICICI Savings,UPI
11/3/2022,Broadband Bill,Internet,6841,expense,ICICI Savings,UPI
8/20/2023,Online Shopping,Shopping,1498,expense,ICICI Savings,UPI
12/21/2022,Insurance Premium,Insurance,853,expense,HDFC Savings,NetBanking
3/13/2022,House Rent,Rent,19921,expense,ICICI Savings,NetBanking
4/6/2023,Supermarket Purchase,Groceries,6423,expense,ICICI Savings,NetBanking
3/19/2024,Electricity Bill,Electricity,4132,expense,HDFC Savings,Card
11/1/2022,Supermarket Purchase,Groceries,5404,expense,ICICI Savings,UPI
10/7/2023,Fuel Station,Fuel,7244,expense,ICICI Savings,NetBanking
4/19/2023,Broadband Bill,Internet,4258,expense,HDFC Savings,NetBanking
6/6/2024,Online Shopping,Shopping,3164,expense,ICICI Savings,UPI
12/12/2022,Online Shopping,Shopping,6365,expense,ICICI Savings,UPI
6/15/2023,Equity Purchase,Stocks,14081,expense,HDFC Savings,UPI
9/21/2023,Insurance Premium,Insurance,584,expense,HDFC Savings,Card
7/1/2023,Medical Expense,Medical,353,expense,ICICI Savings,UPI
10/28/2022,Electricity Bill,Electricity,4961,expense,ICICI Savings,UPI
10/4/2023,Monthly Salary Credit,Salary,83625,income,HDFC Savings,NetBanking
10/21/2022,Monthly Salary Credit,Salary,79706,income,HDFC Savings,Card
12/17/2023,Fuel Station,Fuel,4156,expense,HDFC Savings,Card
3/2/2023,House Rent,Rent,19718,expense,HDFC Savings,Card
1/27/2023,Travel Booking,Travel,6583,expense,HDFC Savings,UPI
1/10/2023,Restaurant Payment,Dining,5065,expense,HDFC Savings,UPI
8/15/2022,Online Shopping,Shopping,6605,expense,HDFC Savings,UPI
9/2/2023,SIP Investment,Mutual Fund,4384,expense,ICICI Savings,NetBanking
3/2/2022,Freelance Project Payment,Freelance,5760,income,ICICI Savings,UPI
4/23/2023,Supermarket Purchase,Groceries,1090,expense,HDFC Savings,Card
7/8/2022,Equity Purchase,Stocks,5986,expense,ICICI Savings,Card
3/9/2022,Restaurant Payment,Dining,4225,expense,ICICI Savings,Card
8/9/2023,SIP Investment,Mutual Fund,3208,expense,HDFC Savings,NetBanking
3/9/2022,Broadband Bill,Internet,2378,expense,HDFC Savings,NetBanking
3/27/2024,Supermarket Purchase,Groceries,1981,expense,ICICI Savings,NetBanking
6/25/2023,Travel Booking,Travel,2435,expense,ICICI Savings,Card
6/17/2022,House Rent,Rent,24424,expense,HDFC Savings,NetBanking
2/20/2024,Fuel Station,Fuel,5250,expense,ICICI Savings,NetBanking
3/2/2023,Travel Booking,Travel,4142,expense,ICICI Savings,UPI
12/28/2022,Supermarket Purchase,Groceries,7270,expense,HDFC Savings,UPI
6/20/2022,Online Shopping,Shopping,6500,expense,HDFC Savings,NetBanking
11/5/2022,Electricity Bill,Electricity,6168,expense,HDFC Savings,Card
11/29/2022,Monthly Salary Credit,Salary,61399,income,HDFC Savings,UPI
9/12/2023,Insurance Premium,Insurance,330,expense,HDFC Savings,NetBanking
10/14/2023,Monthly Salary Credit,Salary,74166,income,ICICI Savings,Card
2/21/2023,Freelance Project Payment,Freelance,7283,income,ICICI Savings,Card
5/30/2022,Electricity Bill,Electricity,4322,expense,ICICI Savings,UPI
5/12/2024,Travel Booking,Travel,5980,expense,ICICI Savings,Card
9/24/2022,Medical Expense,Medical,7886,expense,HDFC Savings,NetBanking
10/18/2022,House Rent,Rent,19072,expense,HDFC Savings,Card
9/27/2023,Electricity Bill,Electricity,5104,expense,HDFC Savings,NetBanking
12/24/2023,Travel Booking,Travel,701,expense,ICICI Savings,Card
1/8/2023,SIP Investment,Mutual Fund,7385,expense,HDFC Savings,NetBanking
7/21/2022,Restaurant Payment,Dining,2093,expense,ICICI Savings,NetBanking
1/20/2022,Restaurant Payment,Dining,2817,expense,HDFC Savings,NetBanking
3/7/2024,Medical Expense,Medical,5032,expense,HDFC Savings,NetBanking
12/22/2022,House Rent,Rent,23411,expense,ICICI Savings,NetBanking
12/12/2023,Supermarket Purchase,Groceries,2939,expense,ICICI Savings,UPI
9/12/2022,Equity Purchase,Stocks,11371,expense,HDFC Savings,UPI
9/10/2022,Monthly Salary Credit,Salary,75774,income,HDFC Savings,Card
12/15/2022,Supermarket Purchase,Groceries,5353,expense,HDFC Savings,UPI
7/5/2022,Supermarket Purchase,Groceries,3666,expense,ICICI Savings,UPI
5/15/2024,House Rent,Rent,17499,expense,ICICI Savings,Card
9/17/2022,Monthly Salary Credit,Salary,80759,income,ICICI Savings,UPI
1/2/2024,Equity Purchase,Stocks,10514,expense,HDFC Savings,UPI
9/5/2022,Supermarket Purchase,Groceries,3041,expense,HDFC Savings,Card
3/16/2022,Online Shopping,Shopping,594,expense,HDFC Savings,UPI
4/21/2024,House Rent,Rent,20351,expense,HDFC Savings,UPI
5/15/2023,Travel Booking,Travel,935,expense,ICICI Savings,Card
11/29/2022,Broadband Bill,Internet,7238,expense,ICICI Savings,UPI
4/3/2024,Insurance Premium,Insurance,2385,expense,HDFC Savings,Card
6/5/2022,House Rent,Rent,19901,expense,ICICI Savings,Card
11/9/2022,Freelance Project Payment,Freelance,844,income,HDFC Savings,Card
4/12/2024,Fuel Station,Fuel,7211,expense,HDFC Savings,UPI
11/25/2022,Supermarket Purchase,Groceries,4383,expense,HDFC Savings,Card
2/29/2024,Broadband Bill,Internet,817,expense,HDFC Savings,UPI
4/22/2024,Travel Booking,Travel,7457,expense,ICICI Savings,UPI
12/24/2022,Travel Booking,Travel,6286,expense,HDFC Savings,NetBanking
12/7/2023,Restaurant Payment,Dining,5207,expense,ICICI Savings,UPI
9/24/2023,Travel Booking,Travel,7363,expense,ICICI Savings,UPI
12/8/2022,Travel Booking,Travel,4273,expense,ICICI Savings,Card
5/24/2023,Freelance Project Payment,Freelance,7524,income,ICICI Savings,Card
3/27/2024,Supermarket Purchase,Groceries,1622,expense,HDFC Savings,Card
2/24/2023,Supermarket Purchase,Groceries,342,expense,ICICI Savings,UPI
2/2/2024,Online Shopping,Shopping,1298,expense,HDFC Savings,NetBanking
11/17/2023,Equity Purchase,Stocks,11789,expense,ICICI Savings,NetBanking
3/19/2023,Supermarket Purchase,Groceries,2788,expense,HDFC Savings,UPI
6/13/2024,SIP Investment,Mutual Fund,3012,expense,ICICI Savings,Card
3/16/2022,Fuel Station,Fuel,540,expense,ICICI Savings,UPI
2/26/2022,Fuel Station,Fuel,5173,expense,ICICI Savings,NetBanking
4/8/2024,Fuel Station,Fuel,5669,expense,ICICI Savings,NetBanking
4/2/2023,Electricity Bill,Electricity,7386,expense,HDFC Savings,Card
7/14/2022,Medical Expense,Medical,1967,expense,ICICI Savings,UPI
6/2/2023,Monthly Salary Credit,Salary,84417,income,HDFC Savings,UPI
2/15/2022,Freelance Project Payment,Freelance,7707,income,ICICI Savings,Card
1/21/2024,Freelance Project Payment,Freelance,7159,income,HDFC Savings,NetBanking
8/10/2022,Insurance Premium,Insurance,1418,expense,ICICI Savings,NetBanking
6/22/2023,Broadband Bill,Internet,4765,expense,HDFC Savings,NetBanking
9/1/2023,Supermarket Purchase,Groceries,513,expense,ICICI Savings,Card
11/4/2023,Freelance Project Payment,Freelance,3361,income,HDFC Savings,NetBanking
6/20/2023,Freelance Project Payment,Freelance,3539,income,ICICI Savings,NetBanking
7/3/2023,Travel Booking,Travel,3086,expense,HDFC Savings,NetBanking
4/16/2024,Medical Expense,Medical,3093,expense,ICICI Savings,NetBanking
2/16/2022,Fuel Station,Fuel,5342,expense,HDFC Savings,NetBanking
8/29/2023,Online Shopping,Shopping,2936,expense,ICICI Savings,NetBanking
7/4/2023,SIP Investment,Mutual Fund,5626,expense,ICICI Savings,Card
6/30/2022,Broadband Bill,Internet,480,expense,HDFC Savings,Card
6/9/2022,Travel Booking,Travel,4199,expense,HDFC Savings,UPI
1/12/2024,Medical Expense,Medical,4738,expense,HDFC Savings,NetBanking
11/16/2023,Equity Purchase,Stocks,7757,expense,ICICI Savings,UPI
10/10/2023,Supermarket Purchase,Groceries,3952,expense,HDFC Savings,Card
3/7/2023,Restaurant Payment,Dining,345,expense,ICICI Savings,NetBanking
8/17/2022,Travel Booking,Travel,6134,expense,HDFC Savings,NetBanking
8/16/2022,Monthly Salary Credit,Salary,85187,income,ICICI Savings,NetBanking
3/31/2023,Broadband Bill,Internet,6427,expense,ICICI Savings,UPI
10/19/2023,Restaurant Payment,Dining,3039,expense,ICICI Savings,NetBanking
7/16/2023,Supermarket Purchase,Groceries,3572,expense,ICICI Savings,UPI
9/24/2022,Online Shopping,Shopping,4138,expense,ICICI Savings,NetBanking
2/6/2022,Online Shopping,Shopping,3304,expense,ICICI Savings,Card
1/17/2023,Freelance Project Payment,Freelance,7313,income,ICICI Savings,Card
4/14/2022,Freelance Project Payment,Freelance,3681,income,ICICI Savings,Card
3/18/2023,Monthly Salary Credit,Salary,71504,income,ICICI Savings,Card
8/1/2022,Restaurant Payment,Dining,2239,expense,HDFC Savings,NetBanking
2/19/2022,Medical Expense,Medical,5572,expense,ICICI Savings,UPI
8/26/2023,House Rent,Rent,15266,expense,HDFC Savings,UPI
12/24/2022,Broadband Bill,Internet,7039,expense,ICICI Savings,Card
12/6/2022,SIP Investment,Mutual Fund,6504,expense,HDFC Savings,Card
12/22/2023,Electricity Bill,Electricity,4149,expense,HDFC Savings,UPI
11/25/2023,Supermarket Purchase,Groceries,1014,expense,ICICI Savings,Card
12/6/2023,Broadband Bill,Internet,4140,expense,HDFC Savings,NetBanking
3/12/2024,House Rent,Rent,21810,expense,HDFC Savings,Card
10/17/2022,Broadband Bill,Internet,4136,expense,HDFC Savings,UPI
5/22/2024,Freelance Project Payment,Freelance,1376,income,ICICI Savings,NetBanking
2/28/2022,House Rent,Rent,21143,expense,ICICI Savings,Card
11/25/2022,Monthly Salary Credit,Salary,81567,income,HDFC Savings,Card
10/30/2022,Insurance Premium,Insurance,456,expense,HDFC Savings,NetBanking
8/1/2023,Insurance Premium,Insurance,7723,expense,HDFC Savings,NetBanking
5/16/2024,Electricity Bill,Electricity,3488,expense,ICICI Savings,UPI
6/17/2023,Broadband Bill,Internet,4118,expense,HDFC Savings,Card
1/22/2023,Freelance Project Payment,Freelance,3409,income,HDFC Savings,UPI
7/27/2022,SIP Investment,Mutual Fund,7621,expense,HDFC Savings,NetBanking
8/14/2022,SIP Investment,Mutual Fund,13997,expense,HDFC Savings,UPI
1/31/2022,Insurance Premium,Insurance,851,expense,ICICI Savings,UPI
11/17/2022,House Rent,Rent,20033,expense,HDFC Savings,UPI
5/19/2023,Travel Booking,Travel,6048,expense,ICICI Savings,UPI
3/25/2023,Insurance Premium,Insurance,4839,expense,ICICI Savings,Card
10/5/2022,Online Shopping,Shopping,6381,expense,ICICI Savings,UPI
6/9/2023,Insurance Premium,Insurance,4267,expense,HDFC Savings,Card
4/13/2022,Broadband Bill,Internet,5161,expense,ICICI Savings,UPI
5/29/2022,Fuel Station,Fuel,1471,expense,ICICI Savings,Card
10/10/2023,Online Shopping,Shopping,656,expense,HDFC Savings,UPI
5/11/2022,Supermarket Purchase,Groceries,506,expense,HDFC Savings,UPI
10/21/2022,Monthly Salary Credit,Salary,72198,income,ICICI Savings,NetBanking
4/25/2023,Electricity Bill,Electricity,7188,expense,HDFC Savings,UPI
1/4/2023,Freelance Project Payment,Freelance,5600,income,ICICI Savings,NetBanking
8/1/2023,Travel Booking,Travel,556,expense,ICICI Savings,UPI
6/13/2023,Equity Purchase,Stocks,13306,expense,HDFC Savings,NetBanking
1/13/2022,Fuel Station,Fuel,768,expense,ICICI Savings,Card
3/18/2023,Monthly Salary Credit,Salary,83253,income,HDFC Savings,UPI
8/11/2022,Insurance Premium,Insurance,1241,expense,ICICI Savings,NetBanking
7/21/2023,Restaurant Payment,Dining,6518,expense,ICICI Savings,Card
10/13/2023,Insurance Premium,Insurance,475,expense,ICICI Savings,UPI
3/3/2023,Freelance Project Payment,Freelance,2873,income,HDFC Savings,Card
2/5/2023,Insurance Premium,Insurance,2845,expense,ICICI Savings,Card
11/7/2022,House Rent,Rent,15242,expense,HDFC Savings,UPI
3/29/2024,Restaurant Payment,Dining,5885,expense,HDFC Savings,Card
7/4/2023,Broadband Bill,Internet,7051,expense,ICICI Savings,UPI
1/12/2024,Freelance Project Payment,Freelance,2201,income,ICICI Savings,UPI
4/19/2023,Freelance Project Payment,Freelance,2659,income,ICICI Savings,UPI
8/20/2022,Freelance Project Payment,Freelance,7061,income,HDFC Savings,NetBanking
2/2/2022,Travel Booking,Travel,1449,expense,ICICI Savings,NetBanking
1/25/2023,Medical Expense,Medical,5010,expense,HDFC Savings,Card
3/17/2024,Freelance Project Payment,Freelance,5150,income,HDFC Savings,NetBanking
8/11/2023,Online Shopping,Shopping,252,expense,ICICI Savings,UPI
1/26/2022,Restaurant Payment,Dining,3920,expense,HDFC Savings,NetBanking
8/5/2023,Equity Purchase,Stocks,5033,expense,HDFC Savings,NetBanking
4/3/2024,SIP Investment,Mutual Fund,13086,expense,HDFC Savings,NetBanking
11/19/2022,Equity Purchase,Stocks,9199,expense,HDFC Savings,Card
1/14/2024,Electricity Bill,Electricity,3552,expense,HDFC Savings,Card
3/6/2022,Monthly Salary Credit,Salary,67223,income,ICICI Savings,UPI
10/15/2022,Freelance Project Payment,Freelance,1822,income,HDFC Savings,NetBanking
4/17/2022,Freelance Project Payment,Freelance,7932,income,HDFC Savings,Card
1/10/2022,Fuel Station,Fuel,7749,expense,HDFC Savings,NetBanking
12/22/2023,Supermarket Purchase,Groceries,1482,expense,ICICI Savings,NetBanking
4/29/2022,Electricity Bill,Electricity,7358,expense,HDFC Savings,Card
11/16/2022,Electricity Bill,Electricity,515,expense,ICICI Savings,Card
1/2/2022,Insurance Premium,Insurance,6301,expense,ICICI Savings,UPI
4/6/2024,Online Shopping,Shopping,3912,expense,HDFC Savings,Card
11/8/2023,Equity Purchase,Stocks,11246,expense,ICICI Savings,NetBanking
8/6/2022,Freelance Project Payment,Freelance,378,income,HDFC Savings,UPI
9/26/2022,SIP Investment,Mutual Fund,8794,expense,ICICI Savings,Card
11/19/2022,Electricity Bill,Electricity,1225,expense,HDFC Savings,Card
12/2/2022,Medical Expense,Medical,4069,expense,ICICI Savings,UPI
4/11/2023,Travel Booking,Travel,2393,expense,HDFC Savings,UPI
8/8/2022,Equity Purchase,Stocks,10368,expense,ICICI Savings,Card
9/26/2023,Medical Expense,Medical,4956,expense,ICICI Savings,UPI
9/11/2023,Supermarket Purchase,Groceries,2222,expense,HDFC Savings,NetBanking
8/23/2022,Online Shopping,Shopping,6325,expense,ICICI Savings,UPI
7/10/2022,Equity Purchase,Stocks,13323,expense,ICICI Savings,Card
3/14/2022,Monthly Salary Credit,Salary,87310,income,ICICI Savings,UPI
8/18/2022,House Rent,Rent,21989,expense,ICICI Savings,Card
8/28/2022,Freelance Project Payment,Freelance,5957,income,HDFC Savings,Card
5/16/2023,Online Shopping,Shopping,2177,expense,HDFC Savings,NetBanking
5/6/2024,Monthly Salary Credit,Salary,62661,income,HDFC Savings,NetBanking
9/10/2023,Online Shopping,Shopping,5475,expense,ICICI Savings,Card
2/21/2023,SIP Investment,Mutual Fund,4550,expense,HDFC Savings,Card
8/20/2022,Online Shopping,Shopping,506,expense,ICICI Savings,Card
1/22/2022,Monthly Salary Credit,Salary,69204,income,ICICI Savings,Card
6/18/2023,Online Shopping,Shopping,4000,expense,ICICI Savings,NetBanking
1/23/2023,SIP Investment,Mutual Fund,13413,expense,ICICI Savings,NetBanking
9/16/2022,Broadband Bill,Internet,768,expense,ICICI Savings,UPI
10/28/2023,Supermarket Purchase,Groceries,3520,expense,HDFC Savings,UPI
2/24/2022,Electricity Bill,Electricity,6736,expense,ICICI Savings,UPI
2/11/2024,Freelance Project Payment,Freelance,3841,income,ICICI Savings,UPI
11/1/2023,Electricity Bill,Electricity,2765,expense,ICICI Savings,NetBanking
7/22/2022,SIP Investment,Mutual Fund,6309,expense,HDFC Savings,Card
6/25/2023,Freelance Project Payment,Freelance,1106,income,HDFC Savings,Card
4/20/2022,Insurance Premium,Insurance,5962,expense,ICICI Savings,UPI
2/7/2022,Restaurant Payment,Dining,5246,expense,HDFC Savings,UPI
4/6/2022,Restaurant Payment,Dining,2547,expense,ICICI Savings,UPI
4/9/2024,Fuel Station,Fuel,2937,expense,ICICI Savings,Card
10/14/2022,Supermarket Purchase,Groceries,2103,expense,HDFC Savings,NetBanking
11/9/2023,Broadband Bill,Internet,2682,expense,ICICI Savings,NetBanking
12/17/2022,Fuel Station,Fuel,7901,expense,HDFC Savings,UPI
8/5/2023,Freelance Project Payment,Freelance,4132,income,HDFC Savings,UPI
1/15/2024,Supermarket Purchase,Groceries,3150,expense,HDFC Savings,UPI
6/16/2024,SIP Investment,Mutual Fund,3907,expense,ICICI Savings,NetBanking
